"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1983","1983","CHF","Swiss Franc","6","Millions",,,132346.089,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1984","1984","CHF","Swiss Franc","6","Millions",,,137536.415,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1985","1985","CHF","Swiss Franc","6","Millions",,,145952.379,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1986","1986","CHF","Swiss Franc","6","Millions",,,155191.779,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1987","1987","CHF","Swiss Franc","6","Millions",,,163079.423,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1988","1988","CHF","Swiss Franc","6","Millions",,,173348.633,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1989","1989","CHF","Swiss Franc","6","Millions",,,186041.714,"E","Estimated value"
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1990","1990","CHF","Swiss Franc","6","Millions",,,202948.969,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1991","1991","CHF","Swiss Franc","6","Millions",,,217898.695,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1992","1992","CHF","Swiss Franc","6","Millions",,,224877.754,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1993","1993","CHF","Swiss Franc","6","Millions",,,227597.029,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1994","1994","CHF","Swiss Franc","6","Millions",,,228944.449,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1995","1995","CHF","Swiss Franc","6","Millions",,,234360.038,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1996","1996","CHF","Swiss Franc","6","Millions",,,234925.887,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1997","1997","CHF","Swiss Franc","6","Millions",,,237730.04,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1998","1998","CHF","Swiss Franc","6","Millions",,,241918.193,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","1999","1999","CHF","Swiss Franc","6","Millions",,,246718.052,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2000","2000","CHF","Swiss Franc","6","Millions",,,256653.181,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2001","2001","CHF","Swiss Franc","6","Millions",,,271230.372,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2002","2002","CHF","Swiss Franc","6","Millions",,,278987.314,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2003","2003","CHF","Swiss Franc","6","Millions",,,279988.553,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2004","2004","CHF","Swiss Franc","6","Millions",,,282527.268,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2005","2005","CHF","Swiss Franc","6","Millions",,,291136.248,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2006","2006","CHF","Swiss Franc","6","Millions",,,302428.529,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2007","2007","CHF","Swiss Franc","6","Millions",,,318909.45,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2008","2008","CHF","Swiss Franc","6","Millions",,,334710.193,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2009","2009","CHF","Swiss Franc","6","Millions",,,342394.292,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2010","2010","CHF","Swiss Franc","6","Millions",,,345311.644,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2011","2011","CHF","Swiss Franc","6","Millions",,,358318.324,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2012","2012","CHF","Swiss Franc","6","Millions",,,367571.103,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2013","2013","CHF","Swiss Franc","6","Millions",,,376188.402,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2014","2014","CHF","Swiss Franc","6","Millions",,,382062.809,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2015","2015","CHF","Swiss Franc","6","Millions",,,389241.279,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2016","2016","CHF","Swiss Franc","6","Millions",,,393812.49,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2017","2017","CHF","Swiss Franc","6","Millions",,,399170.574,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2018","2018","CHF","Swiss Franc","6","Millions",,,407535.423,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2019","2019","CHF","Swiss Franc","6","Millions",,,419797.745,,
"CHE","Switzerland","D1","Compensation of employees","C","Current prices","2020","2020","CHF","Swiss Franc","6","Millions",,,411823.837,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1970","1970","GBP","Pound Sterling","6","Millions",,,30759.188,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1971","1971","GBP","Pound Sterling","6","Millions",,,33738.182,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1972","1972","GBP","Pound Sterling","6","Millions",,,38108.844,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1973","1973","GBP","Pound Sterling","6","Millions",,,44170.178,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1974","1974","GBP","Pound Sterling","6","Millions",,,52790.095,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1975","1975","GBP","Pound Sterling","6","Millions",,,69043.621,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1976","1976","GBP","Pound Sterling","6","Millions",,,78561.551,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1977","1977","GBP","Pound Sterling","6","Millions",,,87087.151,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1978","1978","GBP","Pound Sterling","6","Millions",,,99364.338,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1979","1979","GBP","Pound Sterling","6","Millions",,,116478.751,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1980","1980","GBP","Pound Sterling","6","Millions",,,138487.585,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1981","1981","GBP","Pound Sterling","6","Millions",,,150341.35,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1982","1982","GBP","Pound Sterling","6","Millions",,,159478.001,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1983","1983","GBP","Pound Sterling","6","Millions",,,170785.936,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1984","1984","GBP","Pound Sterling","6","Millions",,,182516.288,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1985","1985","GBP","Pound Sterling","6","Millions",,,198025.316,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1986","1986","GBP","Pound Sterling","6","Millions",,,213601.57,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1987","1987","GBP","Pound Sterling","6","Millions",,,231149.437,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1988","1988","GBP","Pound Sterling","6","Millions",,,258121.922,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1989","1989","GBP","Pound Sterling","6","Millions",,,287234.586,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1990","1990","GBP","Pound Sterling","6","Millions",,,316841.601,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1991","1991","GBP","Pound Sterling","6","Millions",,,336489.465,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1992","1992","GBP","Pound Sterling","6","Millions",,,348359.172,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1993","1993","GBP","Pound Sterling","6","Millions",,,357429.345,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1994","1994","GBP","Pound Sterling","6","Millions",,,370009.711,"E","Estimated value"
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1995","1995","GBP","Pound Sterling","6","Millions",,,386841,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1996","1996","GBP","Pound Sterling","6","Millions",,,405278,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1997","1997","GBP","Pound Sterling","6","Millions",,,439074,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1998","1998","GBP","Pound Sterling","6","Millions",,,463534,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","1999","1999","GBP","Pound Sterling","6","Millions",,,501216,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2000","2000","GBP","Pound Sterling","6","Millions",,,536745,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2001","2001","GBP","Pound Sterling","6","Millions",,,569201,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2002","2002","GBP","Pound Sterling","6","Millions",,,586474,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2003","2003","GBP","Pound Sterling","6","Millions",,,617291,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2004","2004","GBP","Pound Sterling","6","Millions",,,657720,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2005","2005","GBP","Pound Sterling","6","Millions",,,693563,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2006","2006","GBP","Pound Sterling","6","Millions",,,739681,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2007","2007","GBP","Pound Sterling","6","Millions",,,785934,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2008","2008","GBP","Pound Sterling","6","Millions",,,797187,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2009","2009","GBP","Pound Sterling","6","Millions",,,789358,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2010","2010","GBP","Pound Sterling","6","Millions",,,811467,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2011","2011","GBP","Pound Sterling","6","Millions",,,827698,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2012","2012","GBP","Pound Sterling","6","Millions",,,843093,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2013","2013","GBP","Pound Sterling","6","Millions",,,880999,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2014","2014","GBP","Pound Sterling","6","Millions",,,903674,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2015","2015","GBP","Pound Sterling","6","Millions",,,929699,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2016","2016","GBP","Pound Sterling","6","Millions",,,966821,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2017","2017","GBP","Pound Sterling","6","Millions",,,1006970,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2018","2018","GBP","Pound Sterling","6","Millions",,,1048244,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2019","2019","GBP","Pound Sterling","6","Millions",,,1098576,,
"GBR","United Kingdom","D1","Compensation of employees","C","Current prices","2020","2020","GBP","Pound Sterling","6","Millions",,,1126956,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","1970","1970","EUR","Euro","6","Millions",,,15829.093,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1971","1971","EUR","Euro","6","Millions",,,18195.09,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1972","1972","EUR","Euro","6","Millions",,,20273.9,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1973","1973","EUR","Euro","6","Millions",,,24368.154,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1974","1974","EUR","Euro","6","Millions",,,30457.892,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1975","1975","EUR","Euro","6","Millions",,,36731.142,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1976","1976","EUR","Euro","6","Millions",,,45121.668,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1977","1977","EUR","Euro","6","Millions",,,55030.39,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1978","1978","EUR","Euro","6","Millions",,,63739.69,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1979","1979","EUR","Euro","6","Millions",,,77292.023,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1980","1980","EUR","Euro","6","Millions",,,95137.625,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1981","1981","EUR","Euro","6","Millions",,,115692.608,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1982","1982","EUR","Euro","6","Millions",,,134742.573,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1983","1983","EUR","Euro","6","Millions",,,154794.882,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1984","1984","EUR","Euro","6","Millions",,,172673.524,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1985","1985","EUR","Euro","6","Millions",,,192838.034,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1986","1986","EUR","Euro","6","Millions",,,208362.79,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1987","1987","EUR","Euro","6","Millions",,,226014.318,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1988","1988","EUR","Euro","6","Millions",,,247991.671,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1989","1989","EUR","Euro","6","Millions",,,271690.207,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1990","1990","EUR","Euro","6","Millions",,,304022.952,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1991","1991","EUR","Euro","6","Millions",,,333120.484,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1992","1992","EUR","Euro","6","Millions",,,351676.883,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1993","1993","EUR","Euro","6","Millions",,,358563.167,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1994","1994","EUR","Euro","6","Millions",,,366720.863,"E","Estimated value"
"ITA","Italy","D1","Compensation of employees","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,381080.4,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,406927.5,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,426476.6,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,424904.5,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,440169.7,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,457940.4,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,482845.6,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,505286.2,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,526410,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,545614.2,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,569230,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,594845.3,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,617344.5,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,639277.3,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,634819.4,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,642624.6,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,651477.1,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,642568,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,636555.3,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2014","2014","EUR","Euro","6","Millions",,,638359.4,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2015","2015","EUR","Euro","6","Millions",,,651583.2,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2016","2016","EUR","Euro","6","Millions",,,667222.2,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2017","2017","EUR","Euro","6","Millions",,,684054.1,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2018","2018","EUR","Euro","6","Millions",,,706969.8,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2019","2019","EUR","Euro","6","Millions",,,719935.9,,
"ITA","Italy","D1","Compensation of employees","C","Current prices","2020","2020","EUR","Euro","6","Millions",,,670495.9,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","1970","1970","JPY","Yen","6","Millions",,,31294269.055,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1971","1971","JPY","Yen","6","Millions",,,37105508.213,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1972","1972","JPY","Yen","6","Millions",,,43197365.062,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1973","1973","JPY","Yen","6","Millions",,,54141258.78,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1974","1974","JPY","Yen","6","Millions",,,68692071.01,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1975","1975","JPY","Yen","6","Millions",,,80046000.158,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1976","1976","JPY","Yen","6","Millions",,,90288251.53,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1977","1977","JPY","Yen","6","Millions",,,100860081.512,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1978","1978","JPY","Yen","6","Millions",,,108988771.455,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1979","1979","JPY","Yen","6","Millions",,,117802325.554,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1980","1980","JPY","Yen","6","Millions",,,127944005.901,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1981","1981","JPY","Yen","6","Millions",,,138530261.856,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1982","1982","JPY","Yen","6","Millions",,,146403248.249,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1983","1983","JPY","Yen","6","Millions",,,153923962.042,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1984","1984","JPY","Yen","6","Millions",,,162368823.389,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1985","1985","JPY","Yen","6","Millions",,,169825424.754,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1986","1986","JPY","Yen","6","Millions",,,177015500.185,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1987","1987","JPY","Yen","6","Millions",,,183192915.372,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1988","1988","JPY","Yen","6","Millions",,,193852866.044,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1989","1989","JPY","Yen","6","Millions",,,207714980.586,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1990","1990","JPY","Yen","6","Millions",,,224687782.714,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1991","1991","JPY","Yen","6","Millions",,,242719477.161,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1992","1992","JPY","Yen","6","Millions",,,250599773.755,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1993","1993","JPY","Yen","6","Millions",,,256019002.679,"E","Estimated value"
"JPN","Japan","D1","Compensation of employees","C","Current prices","1994","1994","JPY","Yen","6","Millions",,,261058200,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","1995","1995","JPY","Yen","6","Millions",,,265450500,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","1996","1996","JPY","Yen","6","Millions",,,270062200,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","1997","1997","JPY","Yen","6","Millions",,,278111100,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","1998","1998","JPY","Yen","6","Millions",,,273945600,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","1999","1999","JPY","Yen","6","Millions",,,268671400,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2000","2000","JPY","Yen","6","Millions",,,269350100,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2001","2001","JPY","Yen","6","Millions",,,266119100,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2002","2002","JPY","Yen","6","Millions",,,256993600,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2003","2003","JPY","Yen","6","Millions",,,254788700,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2004","2004","JPY","Yen","6","Millions",,,254380100,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2005","2005","JPY","Yen","6","Millions",,,257791600,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2006","2006","JPY","Yen","6","Millions",,,261061500,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2007","2007","JPY","Yen","6","Millions",,,262620300,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2008","2008","JPY","Yen","6","Millions",,,264408400,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2009","2009","JPY","Yen","6","Millions",,,252178900,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2010","2010","JPY","Yen","6","Millions",,,252766700,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2011","2011","JPY","Yen","6","Millions",,,254134900,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2012","2012","JPY","Yen","6","Millions",,,254048500,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2013","2013","JPY","Yen","6","Millions",,,255532600,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2014","2014","JPY","Yen","6","Millions",,,259803700,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2015","2015","JPY","Yen","6","Millions",,,263206400,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2016","2016","JPY","Yen","6","Millions",,,270260900,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2017","2017","JPY","Yen","6","Millions",,,274733700,,
"JPN","Japan","D1","Compensation of employees","C","Current prices","2018","2018","JPY","Yen","6","Millions",,,283579700,,
"USA","United States","D1","Compensation of employees","C","Current prices","1970","1970","USD","US Dollar","6","Millions",,,623323.699,,
"USA","United States","D1","Compensation of employees","C","Current prices","1971","1971","USD","US Dollar","6","Millions",,,664974.044,,
"USA","United States","D1","Compensation of employees","C","Current prices","1972","1972","USD","US Dollar","6","Millions",,,731333.843,,
"USA","United States","D1","Compensation of employees","C","Current prices","1973","1973","USD","US Dollar","6","Millions",,,812695.62,,
"USA","United States","D1","Compensation of employees","C","Current prices","1974","1974","USD","US Dollar","6","Millions",,,887737.22,,
"USA","United States","D1","Compensation of employees","C","Current prices","1975","1975","USD","US Dollar","6","Millions",,,947273.118,,
"USA","United States","D1","Compensation of employees","C","Current prices","1976","1976","USD","US Dollar","6","Millions",,,1048384.144,,
"USA","United States","D1","Compensation of employees","C","Current prices","1977","1977","USD","US Dollar","6","Millions",,,1165887.075,,
"USA","United States","D1","Compensation of employees","C","Current prices","1978","1978","USD","US Dollar","6","Millions",,,1316863.858,,
"USA","United States","D1","Compensation of employees","C","Current prices","1979","1979","USD","US Dollar","6","Millions",,,1477302.093,,
"USA","United States","D1","Compensation of employees","C","Current prices","1980","1980","USD","US Dollar","6","Millions",,,1622345.314,,
"USA","United States","D1","Compensation of employees","C","Current prices","1981","1981","USD","US Dollar","6","Millions",,,1792680.954,,
"USA","United States","D1","Compensation of employees","C","Current prices","1982","1982","USD","US Dollar","6","Millions",,,1893174.518,,
"USA","United States","D1","Compensation of employees","C","Current prices","1983","1983","USD","US Dollar","6","Millions",,,2012661.791,,
"USA","United States","D1","Compensation of employees","C","Current prices","1984","1984","USD","US Dollar","6","Millions",,,2216082.802,,
"USA","United States","D1","Compensation of employees","C","Current prices","1985","1985","USD","US Dollar","6","Millions",,,2387539.431,,
"USA","United States","D1","Compensation of employees","C","Current prices","1986","1986","USD","US Dollar","6","Millions",,,2543845.333,,
"USA","United States","D1","Compensation of employees","C","Current prices","1987","1987","USD","US Dollar","6","Millions",,,2723761.478,,
"USA","United States","D1","Compensation of employees","C","Current prices","1988","1988","USD","US Dollar","6","Millions",,,2948854.27,,
"USA","United States","D1","Compensation of employees","C","Current prices","1989","1989","USD","US Dollar","6","Millions",,,3140886.184,,
"USA","United States","D1","Compensation of employees","C","Current prices","1990","1990","USD","US Dollar","6","Millions",,,3342680.401,,
"USA","United States","D1","Compensation of employees","C","Current prices","1991","1991","USD","US Dollar","6","Millions",,,3453266.621,,
"USA","United States","D1","Compensation of employees","C","Current prices","1992","1992","USD","US Dollar","6","Millions",,,3671211.099,,
"USA","United States","D1","Compensation of employees","C","Current prices","1993","1993","USD","US Dollar","6","Millions",,,3820609.703,,
"USA","United States","D1","Compensation of employees","C","Current prices","1994","1994","USD","US Dollar","6","Millions",,,4010207.459,,
"USA","United States","D1","Compensation of employees","C","Current prices","1995","1995","USD","US Dollar","6","Millions",,,4202178.1,,
"USA","United States","D1","Compensation of employees","C","Current prices","1996","1996","USD","US Dollar","6","Millions",,,4421066.987,,
"USA","United States","D1","Compensation of employees","C","Current prices","1997","1997","USD","US Dollar","6","Millions",,,4713220.052,,
"USA","United States","D1","Compensation of employees","C","Current prices","1998","1998","USD","US Dollar","6","Millions",,,5075701.242,,
"USA","United States","D1","Compensation of employees","C","Current prices","1999","1999","USD","US Dollar","6","Millions",,,5409932.194,,
"USA","United States","D1","Compensation of employees","C","Current prices","2000","2000","USD","US Dollar","6","Millions",,,5854629.462,,
"USA","United States","D1","Compensation of employees","C","Current prices","2001","2001","USD","US Dollar","6","Millions",,,6046342.886,,
"USA","United States","D1","Compensation of employees","C","Current prices","2002","2002","USD","US Dollar","6","Millions",,,6143368.266,,
"USA","United States","D1","Compensation of employees","C","Current prices","2003","2003","USD","US Dollar","6","Millions",,,6362296.091,,
"USA","United States","D1","Compensation of employees","C","Current prices","2004","2004","USD","US Dollar","6","Millions",,,6729300.765,,
"USA","United States","D1","Compensation of employees","C","Current prices","2005","2005","USD","US Dollar","6","Millions",,,7077721.377,,
"USA","United States","D1","Compensation of employees","C","Current prices","2006","2006","USD","US Dollar","6","Millions",,,7491255.245,,
"USA","United States","D1","Compensation of employees","C","Current prices","2007","2007","USD","US Dollar","6","Millions",,,7889368.532,,
