"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1998","1998","PER","Persons","3","Thousands",,,147.917,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1999","1999","PER","Persons","3","Thousands",,,153.347,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,156.364,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,159.044,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,156.727,"B","Break"
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,155,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,154.925,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,159.85,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,167.825,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,175.525,"B","Break"
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,177.05,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,166.225,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,165.75,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,165.975,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,167.9,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,173.225,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,177.625,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,183.65,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,190.475,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,193.9,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,198.325,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,201.025,,
"ISL","Iceland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,194.525,"B","Break"
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1970","1970","PER","Persons","3","Thousands",,,19218,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1971","1971","PER","Persons","3","Thousands",,,19176,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1972","1972","PER","Persons","3","Thousands",,,18850,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1973","1973","PER","Persons","3","Thousands",,,19006,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1974","1974","PER","Persons","3","Thousands",,,19392,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1975","1975","PER","Persons","3","Thousands",,,19491,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1976","1976","PER","Persons","3","Thousands",,,19612,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1977","1977","PER","Persons","3","Thousands",,,19791,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1978","1978","PER","Persons","3","Thousands",,,19863,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1979","1979","PER","Persons","3","Thousands",,,20057,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1980","1980","PER","Persons","3","Thousands",,,20313,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1981","1981","PER","Persons","3","Thousands",,,20361,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1982","1982","PER","Persons","3","Thousands",,,20297,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1983","1983","PER","Persons","3","Thousands",,,20350,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1984","1984","PER","Persons","3","Thousands",,,20418,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1985","1985","PER","Persons","3","Thousands",,,20508,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1986","1986","PER","Persons","3","Thousands",,,20614,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1987","1987","PER","Persons","3","Thousands",,,20584,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1988","1988","PER","Persons","3","Thousands",,,20818,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1989","1989","PER","Persons","3","Thousands",,,20833,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1990","1990","PER","Persons","3","Thousands",,,21215,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1991","1991","PER","Persons","3","Thousands",,,21410,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1992","1992","PER","Persons","3","Thousands",,,21270,"B","Break"
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1993","1993","PER","Persons","3","Thousands",,,20305.2,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1994","1994","PER","Persons","3","Thousands",,,19972.18,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1995","1995","PER","Persons","3","Thousands",,,19851.25,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1996","1996","PER","Persons","3","Thousands",,,19950.72,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1997","1997","PER","Persons","3","Thousands",,,20027.45,"B","Break"
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1998","1998","PER","Persons","3","Thousands",,,20435.2,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1999","1999","PER","Persons","3","Thousands",,,20691.6,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,21079.78,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,21514.43,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,21829.28,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,22054.25,"B","Break"
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,22362.68,"B","Break"
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,22407.03,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,22757.6,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,22894.43,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,23090.35,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,22698.72,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,22526.85,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,22598.22,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,22565.95,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,22190.53,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,22278.93,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,22464.75,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,22757.85,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,23022.95,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,23214.95,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,23359.88,,
"ITA","Italy","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,22903.78,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1970","1970","PER","Persons","3","Thousands",,,50940,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1971","1971","PER","Persons","3","Thousands",,,51210,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1972","1972","PER","Persons","3","Thousands",,,51260,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1973","1973","PER","Persons","3","Thousands",,,52590,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1974","1974","PER","Persons","3","Thousands",,,52370,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1975","1975","PER","Persons","3","Thousands",,,52230,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1976","1976","PER","Persons","3","Thousands",,,52710,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1977","1977","PER","Persons","3","Thousands",,,53420,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1978","1978","PER","Persons","3","Thousands",,,54080,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1979","1979","PER","Persons","3","Thousands",,,54790,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1980","1980","PER","Persons","3","Thousands",,,55360,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1981","1981","PER","Persons","3","Thousands",,,55810,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1982","1982","PER","Persons","3","Thousands",,,56380,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1983","1983","PER","Persons","3","Thousands",,,57330,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1984","1984","PER","Persons","3","Thousands",,,57660,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1985","1985","PER","Persons","3","Thousands",,,58070,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1986","1986","PER","Persons","3","Thousands",,,58530,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1987","1987","PER","Persons","3","Thousands",,,59110,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1988","1988","PER","Persons","3","Thousands",,,60110,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1989","1989","PER","Persons","3","Thousands",,,61280,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1990","1990","PER","Persons","3","Thousands",,,62490,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1991","1991","PER","Persons","3","Thousands",,,63690,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1992","1992","PER","Persons","3","Thousands",,,64360,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1993","1993","PER","Persons","3","Thousands",,,64500,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1994","1994","PER","Persons","3","Thousands",,,64530,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1995","1995","PER","Persons","3","Thousands",,,64570,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1996","1996","PER","Persons","3","Thousands",,,64860,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1997","1997","PER","Persons","3","Thousands",,,65570,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1998","1998","PER","Persons","3","Thousands",,,65140,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1999","1999","PER","Persons","3","Thousands",,,64620,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,64460,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,64120,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,63300,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,63160,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,63290,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,63560,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,63820,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,64120,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,63850,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,62820,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,62570,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,59770,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,62700,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,63110,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,63510,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,63760,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,64400,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,65300,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,66640,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,67240,,
"JPN","Japan","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,66760,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1998","1998","PER","Persons","3","Thousands",,,3833,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1999","1999","PER","Persons","3","Thousands",,,3862,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,3878.8,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,3938.2,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,3964.9,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,3963,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,3959.2,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,3974.5,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4051.4,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4122,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4228.8,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4268,"B","Break"
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4207.6,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4298.05,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4351.4,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4392.95,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4469,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4538.4,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4604.4,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4636.725,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4675.325,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4705.775,,
"CHE","Switzerland","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,4696.1,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1970","1970","PER","Persons","3","Thousands",,,24381,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1971","1971","PER","Persons","3","Thousands",,,24165,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1972","1972","PER","Persons","3","Thousands",,,24139,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1973","1973","PER","Persons","3","Thousands",,,24715,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1974","1974","PER","Persons","3","Thousands",,,24803,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1975","1975","PER","Persons","3","Thousands",,,24719,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1976","1976","PER","Persons","3","Thousands",,,24509,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1977","1977","PER","Persons","3","Thousands",,,24538,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1978","1978","PER","Persons","3","Thousands",,,24696,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1979","1979","PER","Persons","3","Thousands",,,25080,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1980","1980","PER","Persons","3","Thousands",,,25004,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1981","1981","PER","Persons","3","Thousands",,,24011,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1982","1982","PER","Persons","3","Thousands",,,23584,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1983","1983","PER","Persons","3","Thousands",,,23304,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1984","1984","PER","Persons","3","Thousands",,,23854,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1985","1985","PER","Persons","3","Thousands",,,24250,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1986","1986","PER","Persons","3","Thousands",,,24380,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1987","1987","PER","Persons","3","Thousands",,,24754,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1988","1988","PER","Persons","3","Thousands",,,25708,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1989","1989","PER","Persons","3","Thousands",,,26549,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1990","1990","PER","Persons","3","Thousands",,,26818,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1991","1991","PER","Persons","3","Thousands",,,26058,"B","Break"
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1992","1992","PER","Persons","3","Thousands",,,25435,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1993","1993","PER","Persons","3","Thousands",,,25088,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1994","1994","PER","Persons","3","Thousands",,,25253,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1995","1995","PER","Persons","3","Thousands",,,25489,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1996","1996","PER","Persons","3","Thousands",,,25727,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1997","1997","PER","Persons","3","Thousands",,,26155,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1998","1998","PER","Persons","3","Thousands",,,26395,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","1999","1999","PER","Persons","3","Thousands",,,26691,"B","Break"
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,27483.29,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,27711.39,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,27943.9,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,28223.07,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,28533.45,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,28853.15,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,29140.45,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,29378.75,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,29627.56,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,29154.26,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,29226.87,,
"GBR","United Kingdom","YS99TTL1_ST","Employment all status, all activities ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,29374.49,,
