"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","300","1999 FRF euro / euro","1993","Western calendar year","198444600000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","200","1999 FRF euro / euro                    ","1993","Western calendar year","202089000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","1000","Euro","2008","Western calendar year","267825000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","300","1999 FRF euro / euro","1993","Western calendar year","267884600000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","200","1999 FRF euro / euro                    ","1993","Western calendar year","267982000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","1000","Euro","2008","Western calendar year","207151000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","300","1999 FRF euro / euro","1993","Western calendar year","198288000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","200","1999 FRF euro / euro                    ","1993","Western calendar year","201736000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","1000","Euro","2008","Western calendar year","257751000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","300","1999 FRF euro / euro","1993","Western calendar year","257832600000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","200","1999 FRF euro / euro                    ","1993","Western calendar year","257839000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","1000","Euro","2008","Western calendar year","204132000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","300","1999 FRF euro / euro","1993","Western calendar year","195822600000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","200","1999 FRF euro / euro                    ","1993","Western calendar year","197950000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","1000","Euro","2008","Western calendar year","247805000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","300","1999 FRF euro / euro","1993","Western calendar year","247865000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","200","1999 FRF euro / euro                    ","1993","Western calendar year","247866000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","1000","Euro","2008","Western calendar year","198017000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","300","1999 FRF euro / euro","1993","Western calendar year","189987000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","200","1999 FRF euro / euro                    ","1993","Western calendar year","191108000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","1000","Euro","2008","Western calendar year","236746000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","300","1999 FRF euro / euro","1993","Western calendar year","236723500000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","200","1999 FRF euro / euro                    ","1993","Western calendar year","236740000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","1000","Euro","2008","Western calendar year","190474000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","300","1999 FRF euro / euro","1993","Western calendar year","182144700000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","200","1999 FRF euro / euro                    ","1993","Western calendar year","181755000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","1000","Euro","2008","Western calendar year","253223000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","300","1999 FRF euro / euro","1993","Western calendar year","253570600000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","200","1999 FRF euro / euro                    ","1993","Western calendar year","253691000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","1000","Euro","2008","Western calendar year","183682000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","300","1999 FRF euro / euro","1993","Western calendar year","175428600000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","200","1999 FRF euro / euro                    ","1993","Western calendar year","175946000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","1000","Euro","2008","Western calendar year","250942000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","300","1999 FRF euro / euro","1993","Western calendar year","251394800000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","200","1999 FRF euro / euro                    ","1993","Western calendar year","251004000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","1000","Euro","2008","Western calendar year","172320000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","300","1999 FRF euro / euro","1993","Western calendar year","163086900000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","200","1999 FRF euro / euro                    ","1993","Western calendar year","164440000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","1000","Euro","2008","Western calendar year","242467000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","300","1999 FRF euro / euro","1993","Western calendar year","242974700000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","200","1999 FRF euro / euro                    ","1993","Western calendar year","242242000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","300","1999 FRF euro / euro","1993","Western calendar year","154892500000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","200","1999 FRF euro / euro                    ","1993","Western calendar year","155441000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","300","1999 FRF euro / euro","1993","Western calendar year","235843000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","200","1999 FRF euro / euro                    ","1993","Western calendar year","235094000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1993","300","1999 FRF euro / euro","1993","Western calendar year","143266700000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1993","200","1999 FRF euro / euro                    ","1993","Western calendar year","143865000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1993","300","1999 FRF euro / euro","1993","Western calendar year","230106600000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1993","200","1999 FRF euro / euro                    ","1993","Western calendar year","229413000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1992","300","1999 FRF euro / euro","1993","Western calendar year","137696900000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1992","200","1999 FRF euro / euro                    ","1993","Western calendar year","137765000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1992","300","1999 FRF euro / euro","1993","Western calendar year","225490900000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1992","200","1999 FRF euro / euro                    ","1993","Western calendar year","224985000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1991","300","1999 FRF euro / euro","1993","Western calendar year","134254600000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1991","200","1999 FRF euro / euro                    ","1993","Western calendar year","134505000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1991","300","1999 FRF euro / euro","1993","Western calendar year","214802000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1991","200","1999 FRF euro / euro                    ","1993","Western calendar year","214450000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1990","300","1999 FRF euro / euro","1993","Western calendar year","131264100000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1990","200","1999 FRF euro / euro                    ","1993","Western calendar year","131524000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1990","300","1999 FRF euro / euro","1993","Western calendar year","207092400000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1990","200","1999 FRF euro / euro                    ","1993","Western calendar year","206758000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1989","300","1999 FRF euro / euro","1993","Western calendar year","123811400000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1989","200","1999 FRF euro / euro                    ","1993","Western calendar year","123536000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","300","1999 FRF euro / euro","1993","Western calendar year","195458600000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","200","1999 FRF euro / euro                    ","1993","Western calendar year","195190000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1988","300","1999 FRF euro / euro","1993","Western calendar year","117038200000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1988","200","1999 FRF euro / euro                    ","1993","Western calendar year","117310000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","300","1999 FRF euro / euro","1993","Western calendar year","180688900000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","200","1999 FRF euro / euro                    ","1993","Western calendar year","180568000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1987","300","1999 FRF euro / euro","1993","Western calendar year","107537400000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1987","200","1999 FRF euro / euro                    ","1993","Western calendar year","107951000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","300","1999 FRF euro / euro","1993","Western calendar year","169360200000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","200","1999 FRF euro / euro                    ","1993","Western calendar year","169143000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1986","300","1999 FRF euro / euro","1993","Western calendar year","99870700000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1986","200","1999 FRF euro / euro                    ","1993","Western calendar year","99999000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","300","1999 FRF euro / euro","1993","Western calendar year","159271700000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","200","1999 FRF euro / euro                    ","1993","Western calendar year","159134000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1985","300","1999 FRF euro / euro","1993","Western calendar year","96287900000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1985","200","1999 FRF euro / euro                    ","1993","Western calendar year","95966000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","300","1999 FRF euro / euro","1993","Western calendar year","151481100000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","200","1999 FRF euro / euro                    ","1993","Western calendar year","151339000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1984","300","1999 FRF euro / euro","1993","Western calendar year","88408300000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1984","200","1999 FRF euro / euro                    ","1993","Western calendar year","88330000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","300","1999 FRF euro / euro","1993","Western calendar year","141544400000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","200","1999 FRF euro / euro                    ","1993","Western calendar year","141300000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1983","300","1999 FRF euro / euro","1993","Western calendar year","81677500000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1983","200","1999 FRF euro / euro                    ","1993","Western calendar year","80879000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","300","1999 FRF euro / euro","1993","Western calendar year","127747700000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","200","1999 FRF euro / euro                    ","1993","Western calendar year","127529000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1982","300","1999 FRF euro / euro","1993","Western calendar year","73854100000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1982","200","1999 FRF euro / euro                    ","1993","Western calendar year","73118000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","300","1999 FRF euro / euro","1993","Western calendar year","113016400000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","200","1999 FRF euro / euro                    ","1993","Western calendar year","112848000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1981","300","1999 FRF euro / euro","1993","Western calendar year","63425800000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1981","200","1999 FRF euro / euro                    ","1993","Western calendar year","62980000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","300","1999 FRF euro / euro","1993","Western calendar year","95576700000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","200","1999 FRF euro / euro                    ","1993","Western calendar year","95452000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1980","300","1999 FRF euro / euro","1993","Western calendar year","56827600000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1980","200","1999 FRF euro / euro                    ","1993","Western calendar year","56512000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","300","1999 FRF euro / euro","1993","Western calendar year","84965900000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","200","1999 FRF euro / euro                    ","1993","Western calendar year","84882000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1979","300","1999 FRF euro / euro","1993","Western calendar year","50697900000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1979","200","1999 FRF euro / euro                    ","1993","Western calendar year","50077000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1979","300","1999 FRF euro / euro","1993","Western calendar year","73181000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1979","200","1999 FRF euro / euro                    ","1993","Western calendar year","73134000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1978","300","1999 FRF euro / euro","1993","Western calendar year","42434700000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1978","200","1999 FRF euro / euro                    ","1993","Western calendar year","41902000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1978","300","1999 FRF euro / euro","1993","Western calendar year","60760300000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1978","200","1999 FRF euro / euro                    ","1993","Western calendar year","60776000000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1977","300","1999 FRF euro / euro","1993","Western calendar year","35865000000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1977","300","1999 FRF euro / euro","1993","Western calendar year","53347500000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1976","300","1999 FRF euro / euro","1993","Western calendar year","34104700000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1976","300","1999 FRF euro / euro","1993","Western calendar year","45665200000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1975","300","1999 FRF euro / euro","1993","Western calendar year","28098300000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1975","300","1999 FRF euro / euro","1993","Western calendar year","38127400000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1974","300","1999 FRF euro / euro","1993","Western calendar year","24445300000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1974","300","1999 FRF euro / euro","1993","Western calendar year","30808700000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1973","300","1999 FRF euro / euro","1993","Western calendar year","22705100000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1973","300","1999 FRF euro / euro","1993","Western calendar year","25758600000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1972","300","1999 FRF euro / euro","1993","Western calendar year","19951900000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1972","300","1999 FRF euro / euro","1993","Western calendar year","22508900000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1971","300","1999 FRF euro / euro","1993","Western calendar year","17780500000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1971","300","1999 FRF euro / euro","1993","Western calendar year","19963800000",""
"France","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1970","300","1999 FRF euro / euro","1993","Western calendar year","15956500000",""
"France","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1970","300","1999 FRF euro / euro","1993","Western calendar year","17662100000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2018","1000","Euro","2008","Western calendar year","326098000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2018","1000","Euro","2008","Western calendar year","572547000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2017","1000","Euro","2008","Western calendar year","317135000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2017","1000","Euro","2008","Western calendar year","549465000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2016","1000","Euro","2008","Western calendar year","307861000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2016","1000","Euro","2008","Western calendar year","524290000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2015","1000","Euro","2008","Western calendar year","298474000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2015","1000","Euro","2008","Western calendar year","501166000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2014","1000","Euro","2008","Western calendar year","287932000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2014","1000","Euro","2008","Western calendar year","482343000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2013","1000","Euro","2008","Western calendar year","279833000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2013","300","1999 DEM euro / euro","1993","Western calendar year","276840000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2013","1000","Euro","2008","Western calendar year","465367000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2013","300","1999 DEM euro / euro","1993","Western calendar year","459060000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","1000","Euro","2008","Western calendar year","276097000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","300","1999 DEM euro / euro","1993","Western calendar year","273690000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","1000","Euro","2008","Western calendar year","454584000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","300","1999 DEM euro / euro","1993","Western calendar year","448900000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","1000","Euro","2008","Western calendar year","268317000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","300","1999 DEM euro / euro","1993","Western calendar year","265810000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","1000","Euro","2008","Western calendar year","442620000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","300","1999 DEM euro / euro","1993","Western calendar year","436970000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","1000","Euro","2008","Western calendar year","248724000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","300","1999 DEM euro / euro","1993","Western calendar year","247010000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","1000","Euro","2008","Western calendar year","426472000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","300","1999 DEM euro / euro","1993","Western calendar year","421230000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","1000","Euro","2008","Western calendar year","243557000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","300","1999 DEM euro / euro","1993","Western calendar year","245530000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","1000","Euro","2008","Western calendar year","415559000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","300","1999 DEM euro / euro","1993","Western calendar year","410760000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","1000","Euro","2008","Western calendar year","250256000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","300","1999 DEM euro / euro","1993","Western calendar year","245420000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","1000","Euro","2008","Western calendar year","412553000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","300","1999 DEM euro / euro","1993","Western calendar year","408330000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","1000","Euro","2008","Western calendar year","245422000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","300","1999 DEM euro / euro","1993","Western calendar year","240670000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","1000","Euro","2008","Western calendar year","404633000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","300","1999 DEM euro / euro","1993","Western calendar year","400940000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","1000","Euro","2008","Western calendar year","221110000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","300","1999 DEM euro / euro","1993","Western calendar year","216480000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","1000","Euro","2008","Western calendar year","405334000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","300","1999 DEM euro / euro","1993","Western calendar year","400730000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","1000","Euro","2008","Western calendar year","212236000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","300","1999 DEM euro / euro","1993","Western calendar year","207940000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","1000","Euro","2008","Western calendar year","401234000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","300","1999 DEM euro / euro","1993","Western calendar year","397140000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","1000","Euro","2008","Western calendar year","208673000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","300","1999 DEM euro / euro","1993","Western calendar year","204770000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","1000","Euro","2008","Western calendar year","401599000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","300","1999 DEM euro / euro","1993","Western calendar year","397460000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","1000","Euro","2008","Western calendar year","209342000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","300","1999 DEM euro / euro","1993","Western calendar year","203030000000",""
"Germany","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","200","1999 DEM euro / euro                    ","1993","Western calendar year","226650000000",""
"Germany","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","1000","Euro","2008","Western calendar year","401896000000",""
