"Country or Area","SNA93 Table Code","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA System","Fiscal Year Type","Value","Value Footnotes"
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","300","1999 ITL euro / euro","1993","Western calendar year","85814000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1989","200","1999 ITL euro / euro                    ","1993","Western calendar year","85812412525.1127",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1988","200","1999 ITL euro / euro                    ","1993","Western calendar year","44879071617.0782",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","300","1999 ITL euro / euro","1993","Western calendar year","78860000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1988","200","1999 ITL euro / euro                    ","1993","Western calendar year","78858320378.8728",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1987","200","1999 ITL euro / euro                    ","1993","Western calendar year","35658250140.7345",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","300","1999 ITL euro / euro","1993","Western calendar year","70618000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1987","200","1999 ITL euro / euro                    ","1993","Western calendar year","70617217640.1019",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1986","200","1999 ITL euro / euro                    ","1993","Western calendar year","28968583926.8284",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","300","1999 ITL euro / euro","1993","Western calendar year","64933000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1986","200","1999 ITL euro / euro                    ","1993","Western calendar year","64933093008.723",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1985","200","1999 ITL euro / euro                    ","1993","Western calendar year","27042199693.2246",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","300","1999 ITL euro / euro","1993","Western calendar year","58081000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1985","200","1999 ITL euro / euro                    ","1993","Western calendar year","58080742871.6037",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1984","200","1999 ITL euro / euro                    ","1993","Western calendar year","24281221110.6922",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","300","1999 ITL euro / euro","1993","Western calendar year","51521000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1984","200","1999 ITL euro / euro                    ","1993","Western calendar year","51521223796.2681",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1983","200","1999 ITL euro / euro                    ","1993","Western calendar year","21325021820.304",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","300","1999 ITL euro / euro","1993","Western calendar year","47804000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1983","200","1999 ITL euro / euro                    ","1993","Western calendar year","47802734122.8238",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1982","200","1999 ITL euro / euro                    ","1993","Western calendar year","16049931053.004",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","300","1999 ITL euro / euro","1993","Western calendar year","39540000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1982","200","1999 ITL euro / euro                    ","1993","Western calendar year","39537874366.6947",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1981","200","1999 ITL euro / euro                    ","1993","Western calendar year","12395998491.9459",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","300","1999 ITL euro / euro","1993","Western calendar year","32261000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1981","200","1999 ITL euro / euro                    ","1993","Western calendar year","32256865003.3311",""
"Italy","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1980","200","1999 ITL euro / euro                    ","1993","Western calendar year","11361535323.0696",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","300","1999 ITL euro / euro","1993","Western calendar year","27960000000",""
"Italy","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1980","200","1999 ITL euro / euro                    ","1993","Western calendar year","27958394232.2094",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2017","1000","yen","2008","Western calendar year","42521400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2017","1000","yen","2008","Western calendar year","70535800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2016","1000","yen","2008","Western calendar year","41934000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2016","1000","yen","2008","Western calendar year","68777700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2015","1000","yen","2008","Western calendar year","41532400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2015","1000","yen","2008","Western calendar year","66512400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2014","1000","yen","2008","Western calendar year","37736600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2014","300","yen","1993","Western calendar year","40943300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2014","1000","yen","2008","Western calendar year","64413700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2014","300","yen","1993","Western calendar year","64379900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2013","1000","yen","2008","Western calendar year","33129600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2013","300","yen","1993","Western calendar year","38269500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2013","1000","yen","2008","Western calendar year","62322600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2013","300","yen","1993","Western calendar year","62327700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","1000","yen","2008","Western calendar year","32933600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2012","300","yen","1993","Western calendar year","37149400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","1000","yen","2008","Western calendar year","60934300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2012","300","yen","1993","Western calendar year","60833000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","1000","yen","2008","Western calendar year","32444700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2011","300","yen","1993","Western calendar year","37225000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","1000","yen","2008","Western calendar year","58763600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2011","300","yen","1993","Western calendar year","58937100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","1000","yen","2008","Western calendar year","32531200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2010","300","yen","1993","Western calendar year","36754700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","1000","yen","2008","Western calendar year","57232700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2010","300","yen","1993","Western calendar year","57151200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","1000","yen","2008","Western calendar year","31998200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","300","yen","1993","Western calendar year","35121600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2009","200","yen","1993","Western calendar year","35134000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","1000","yen","2008","Western calendar year","55623200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","300","yen","1993","Western calendar year","55614200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2009","200","yen","1993","Western calendar year","55310400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","1000","yen","2008","Western calendar year","34053900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","300","yen","1993","Western calendar year","39853000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2008","200","yen","1993","Western calendar year","39803300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","1000","yen","2008","Western calendar year","57631000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","300","yen","1993","Western calendar year","57625100000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2008","200","yen","1993","Western calendar year","57220600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","1000","yen","2008","Western calendar year","34660800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","300","yen","1993","Western calendar year","40498400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2007","200","yen","1993","Western calendar year","40379800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","1000","yen","2008","Western calendar year","56378300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","300","yen","1993","Western calendar year","56402700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2007","200","yen","1993","Western calendar year","56053400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","1000","yen","2008","Western calendar year","34918200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","300","yen","1993","Western calendar year","40847800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2006","200","yen","1993","Western calendar year","40715200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","1000","yen","2008","Western calendar year","55119100000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","300","yen","1993","Western calendar year","55104700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2006","200","yen","1993","Western calendar year","55031600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","1000","yen","2008","Western calendar year","34681900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","300","yen","1993","Western calendar year","39110200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2005","200","yen","1993","Western calendar year","38854500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","1000","yen","2008","Western calendar year","53273800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","300","yen","1993","Western calendar year","53216500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2005","200","yen","1993","Western calendar year","53285600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","1000","yen","2008","Western calendar year","33958900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","300","yen","1993","Western calendar year","38112700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2004","200","yen","1993","Western calendar year","37590600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","1000","yen","2008","Western calendar year","52173200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","300","yen","1993","Western calendar year","51966000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2004","200","yen","1993","Western calendar year","51901200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","1000","yen","2008","Western calendar year","32911200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","300","yen","1993","Western calendar year","36876300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","200","yen","1993","Western calendar year","36489000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2003","100","yen                                     ","1993","Western calendar year","36562400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","1000","yen","2008","Western calendar year","53498300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","300","yen","1993","Western calendar year","53511000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","200","yen","1993","Western calendar year","53563700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2003","100","yen                                     ","1993","Western calendar year","53315600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","1000","yen","2008","Western calendar year","34110000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","300","yen","1993","Western calendar year","37828600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","200","yen","1993","Western calendar year","37542100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2002","100","yen                                     ","1993","Western calendar year","37682100000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","1000","yen","2008","Western calendar year","51862300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","300","yen","1993","Western calendar year","52059400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","200","yen","1993","Western calendar year","51729800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2002","100","yen                                     ","1993","Western calendar year","51709200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","1000","yen","2008","Western calendar year","34325600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","300","yen","1993","Western calendar year","38975300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","200","yen","1993","Western calendar year","38696400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2001","100","yen                                     ","1993","Western calendar year","38834900000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","1000","yen","2008","Western calendar year","51839500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","300","yen","1993","Western calendar year","51824600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","200","yen","1993","Western calendar year","51744200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2001","100","yen                                     ","1993","Western calendar year","51670500000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","1000","yen","2008","Western calendar year","34086800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","300","yen","1993","Western calendar year","38578500000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","200","yen","1993","Western calendar year","38294200000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","2000","100","yen                                     ","1993","Western calendar year","38417500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","1000","yen","2008","Western calendar year","49760500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","300","yen","1993","Western calendar year","50348800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","200","yen","1993","Western calendar year","50218900000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","2000","100","yen                                     ","1993","Western calendar year","50168800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","1000","yen","2008","Western calendar year","35286300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","300","yen","1993","Western calendar year","38870300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","200","yen","1993","Western calendar year","38685700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1999","100","yen                                     ","1993","Western calendar year","38794300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","1000","yen","2008","Western calendar year","49723700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","300","yen","1993","Western calendar year","49705600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","200","yen","1993","Western calendar year","49568800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1999","100","yen                                     ","1993","Western calendar year","49520100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","1000","yen","2008","Western calendar year","35020500000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","300","yen","1993","Western calendar year","39513100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","200","yen","1993","Western calendar year","39317600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1998","100","yen                                     ","1993","Western calendar year","39419000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","1000","yen","2008","Western calendar year","50165100000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","300","yen","1993","Western calendar year","50167600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","200","yen","1993","Western calendar year","50020600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1998","100","yen                                     ","1993","Western calendar year","49973800000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","1000","yen","2008","Western calendar year","32702900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","300","yen","1993","Western calendar year","36639600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","200","yen","1993","Western calendar year","36311100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1997","100","yen                                     ","1993","Western calendar year","36418200000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","1000","yen","2008","Western calendar year","50016500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","300","yen","1993","Western calendar year","50008500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","200","yen","1993","Western calendar year","49865000000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1997","100","yen                                     ","1993","Western calendar year","49819900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","1000","yen","2008","Western calendar year","30970300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","300","yen","1993","Western calendar year","36293500000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","200","yen","1993","Western calendar year","36020900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1996","100","yen                                     ","1993","Western calendar year","36038800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","1000","yen","2008","Western calendar year","47987700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","300","yen","1993","Western calendar year","47961700000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","200","yen","1993","Western calendar year","47808400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1996","100","yen                                     ","1993","Western calendar year","47765900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","1000","yen","2008","Western calendar year","29925700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","300","yen","1993","Western calendar year","34496400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","200","yen","1993","Western calendar year","34307900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1995","100","yen                                     ","1993","Western calendar year","34347300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","1000","yen","2008","Western calendar year","46144300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","300","yen","1993","Western calendar year","46167300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","200","yen","1993","Western calendar year","46021400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1995","100","yen                                     ","1993","Western calendar year","45979700000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","300","yen","1993","Western calendar year","33393000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","200","yen","1993","Western calendar year","33234100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1994","100","yen                                     ","1993","Western calendar year","33192800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","300","yen","1993","Western calendar year","43285600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","200","yen","1993","Western calendar year","43136400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1994","100","yen                                     ","1993","Western calendar year","43095600000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1993","200","yen","1993","Western calendar year","32512400000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1993","100","yen                                     ","1993","Western calendar year","32419900000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1993","200","yen","1993","Western calendar year","41657100000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1993","100","yen                                     ","1993","Western calendar year","41618100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1992","200","yen","1993","Western calendar year","33688000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1992","100","yen                                     ","1993","Western calendar year","33659400000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1992","200","yen","1993","Western calendar year","40659600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1992","100","yen                                     ","1993","Western calendar year","40622900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1991","200","yen","1993","Western calendar year","30067900000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1991","100","yen                                     ","1993","Western calendar year","30037300000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1991","200","yen","1993","Western calendar year","38950800000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1991","100","yen                                     ","1993","Western calendar year","38921100000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1990","200","yen","1993","Western calendar year","31352300000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1990","100","yen                                     ","1993","Western calendar year","30252500000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1990","200","yen","1993","Western calendar year","35692600000000",""
"Japan","4.5","II.2 Secondary distribution of income account - Resources","Social contributions","D.61","1990","100","yen                                     ","1993","Western calendar year","35655000000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1989","200","yen","1993","Western calendar year","28041500000000",""
"Japan","4.5","II.1.2 Allocation of primary income account - Resources","Taxes on production and imports, less Subsidies","D.2-D.3","1989","100","yen                                     ","1993","Western calendar year","27868800000000",""
